stop_I;lat;lon;name
6762;-33.6857161896164;151.252448588239;Mona Vale Rd Opp Tumburra St
6763;-33.687970548794;151.239044354544;Mona Vale Rd At Kimbriki Rd
6764;-33.9753310639512;150.903397810265;Glenwood Public School, Near Belmont Rd
6765;-33.9611998082565;150.893515903022;Glenfield Rd Near Whiteley Cl
6766;-33.961192823369;150.89060654806;Glenfield Rd Near Old Glenfield Rd
6767;-33.9606066835509;150.886632639471;Glenfield Rd Near Campbelltown Rd
6768;-33.9703915511311;150.895492827116;Glenfield Public School Railway Pde
6769;-33.9679633575413;150.898183054389;Railway Pde Near Foreman St
6770;-33.9623100492272;150.899709131926;Glenfield Rd
6771;-33.9615362286813;150.896548440645;Glenfield Rd Near Whiteley Cl
6772;-34.083231560012;150.792987914022;Englorie Pk Dr - No.37
6774;-34.0808793661329;150.794160830938;Englorie Pk Dr - No.1 (Parkholme Cct)
6778;-33.8588172089922;151.20243749191;Barangaroo Reserve, Hickson Rd
6779;-33.8966709183286;151.127583555632;Queen St Near Cardinal Freeman Village
6783;-34.0795987101954;150.795359897868;Gilchrist Dr (100m Before Englorie Park Dr)
6787;-34.0664226821415;151.137445690033;Woolooware Rd S Near Woolooware Rd South
6788;-34.0872710247948;150.790287299628;Copperfield Dr (After Crispsparkle Dr - Reserve)
6792;-34.064481414749;151.137567698492;Woolooware Rd S Near Bulls Rd
6801;-33.9289146130275;151.205840020031;Maloney St Near Robinson St
6802;-34.070441008163;150.823007795772;Broughton St (Macquarie Av)
6803;-33.9423997315259;150.999141980823;Marigold Beaconsfield St Near Marigold St
6804;-33.9635662588719;151.01570603716;De La Salle Revesby, River Road
6805;-33.9323136655935;151.000345252876;Georges River Cars And Commercials Milperra Rd
6806;-33.9334828657395;151.004010616803;Medicar Smash Repairs Milperra Rd
6807;-33.9357560971925;150.998949777103;B And D Doors Amour St
6808;-33.9355841010544;150.998974155129;B And D Doors Amour St
6809;-33.9352724283626;151.008267327716;Mini Kingdom Milperra Rd Near Daisy St
6810;-33.9345358908036;151.005984218302;Bankstown City Raceway Milperra Rd
6811;-33.933784542684;151.00415448182;Budget Car And Truck Rental Milperra Rd
6812;-33.9327961463413;151.001578581991;Australian Timber And Hardware Milperra Rd
6813;-33.7542540512341;150.665867949172;Dewdney Rd Before Sheppard Rd
6814;-33.9039731628743;151.028833704781;Woodbine St Near Arnold Av
6816;-33.6740024457942;150.589134308959;St Columbas HS Bus Bay, Hawkesbury Rd
6817;-33.6953873201699;150.65094221538;Cooroy Cr Before Illingworth Rd
6818;-33.6898599558743;150.585880553913;Ellison Public School, Near Comet Pl
6819;-33.6932536799098;150.573902898991;Moore Rd At Baxter Av
6820;-33.6974293999261;150.643750811472;Illingsworth Rd Opp Colville Rd
6821;-33.6967357234818;150.641910115836;Illingsworth Rd After Yellow Rock Rd
6822;-33.674383510068;150.614988321314;Winmalee HS
6824;-33.7040820893361;150.572820642485;Springwood PS, De Chair Av
6830;-33.7849319449845;150.893526425866;Walters Rd Near Spruce St
6831;-33.7868428100112;150.891799960092;St Dominics Nursing Home, Walters Rd
6832;-33.7891814535535;150.890794304893;Walters Rd Near Holbeche Rd
6833;-33.7894297417864;150.886639649177;Holbeche Rd Near Murtha St
6834;-33.7763067360284;150.895282937354;Walters Rd Before Dagmar Cr
6835;-33.7792460440664;150.894660807484;Walters Rd Before Anne St
6836;-33.7813226741604;150.894247746425;Walters Rd Before Pollack St
6837;-33.7828546346281;150.893961065574;Walters Rd Near Douglas Rd
6838;-33.789024214219;150.883782880466;Holbeche Rd And Vangeli St
6839;-33.7885296466206;150.880317736461;22 Holbeche Rd
6842;-33.9696310493291;151.147235055397;Oconnell St Near Chuter Av
6843;-33.9710644446393;151.14667753457;A S Tanner Reserve Chuter Av
6844;-33.972183618105;151.146353451016;Chuter Av At Burlington St
6845;-33.9730915271378;151.146148862834;Chuter Av Near Barton St
6846;-33.9649281165808;151.142151138099;President Av Near Moorefield Av
6847;-33.9656662035576;151.147247729996;President Av Near Oneill St
6848;-33.967208901851;151.147722848736;Oconnell St Near Banks St
6849;-33.9683161655695;151.147484720417;OConnnell St Near Solander St
6854;-33.9746338426739;151.145834525873;Scarborough St And Monterey Shops Chuter Av
6855;-33.9763945952839;151.145455096306;Pasadena St Near Chuter Av
6858;-33.9076606724766;151.172246447298;Smidmore St Terminus
6859;-33.9114971781153;151.158201468572;Marrickville Rd Near Gladstone St
6860;-33.9118950913479;151.160555063076;Victoria Rd Near Marrickville Rd
6865;-33.9084851909101;151.068858501854;Juno Pde At Sylvanus St
6866;-33.9032487524425;151.048423571444;Hillcrest Av At Chiswick Rd
6867;-33.9032086157276;151.060027403922;Rawson Rd At Tempe St
6868;-33.9030722456327;151.060064152899;Rawson Rd At Tempe St
6869;-33.9037065326185;151.042998926689;Hume Hwy Before Boronia Rd
6870;-33.9050078886962;151.044800285889;Boronia Rd After HighView Av
6871;-33.9053992701662;151.047693303903;Boronia Rd At Hillcrest Av
6872;-33.9049994768205;151.044508116265;Boronia Rd At Highveiw Av
6873;-33.8949021419575;151.062993425605;Norfolk Rd At Ron Scott Cct
6874;-33.9165115306627;151.050359465571;Noble Av After Wattle St
6876;-33.8494139942243;151.149775593732;Bayswater St Near Westbourne St
6877;-33.8026799670768;151.28934942002;Addison Rd Near Darley Rd
6878;-33.8034943421555;151.28821377498;Addison Rd Near Osborne Rd
6879;-33.8528373976191;151.151658499506;Lyons Rd Near Dempsey Pl
6881;-33.8519816110132;151.152988507266;Lyons Rd Near Marlborough St
6882;-33.8494106790681;151.157615322209;St Georges Cr At Lyons Rd
6883;-33.8085684563805;151.296691512373;North Head Scenic Rd Near St Barbaras Av
6884;-33.8052324494063;151.293405452011;Darley Rd Near Manly Hospital
6885;-33.8570695427481;151.145588983682;Lyons Rd Near Janet St
6886;-33.8950874832819;150.938730257016;Cabramatta Station, Platform 1
6887;-33.832134666221;151.229393544258;Spofforth St Near Cranbrook Av
6888;-33.8305281916318;151.229735330122;Spofforth St Near Holt Av
6889;-33.8288310307976;151.230094223435;Spofforth St Near Cabramatta Rd
6890;-33.8285035242545;151.230186021478;Spofforth St Near Military Rd
6891;-33.8350206774011;151.227473806159;Florence St Near Reed St
6892;-33.8351275652469;151.228558732407;Florence St Near Spofforth St
6893;-33.8336051116363;151.229077426631;Spofforth St Near Rangers Rd
6894;-33.8287277447;151.22864249994;Military Rd Near Cabramatta Rd
6895;-33.828581563789;151.229488151072;Military Rd Near Cabramatta Rd
6896;-33.6309222789581;150.843686374831;Vineyard Shops, Windsor Rd
6898;-33.9909510094738;151.146368593406;The Grand Pde Near Malua St
6900;-33.7761772347777;151.119778576127;Macquarie Centre, Stand D
6904;-33.9763199962073;151.108518182253;Woniora Rd Near Kairawa St
6905;-33.9753735090377;151.109608151224;King St Near West St
6906;-33.9749614437351;151.110074963678;George St Near King St
6907;-33.9736924639207;151.108953952652;George St Near King St
6908;-33.9718794544423;151.107395818468;George St Near Cole St
6909;-33.7797748101296;151.121051695622;Waterloo Rd At Byfield St
6910;-33.7832615871089;151.126171838648;Waterloo Rd Opp Coolinga St
6911;-33.7762988640679;151.119644142844;Macquarie Centre - Stand C
6912;-33.9752321063261;151.109525631483;King St Near West St
6913;-33.781219042797;151.123397732987;Waterloo Rd After Khartoum Rd
6929;-33.7700530212124;150.746167768755;Sunflower Dr Near Wonnai Pl
6930;-33.7718837638517;150.746420212822;Sunflower Dr At Nullaga Way
6931;-33.7674892726729;150.748386774349;Sunflower Dr Near Daisy Pl
6932;-33.7686136882457;150.7460834628;Cedars Park Sunflower Dr
6933;-33.7703700919957;150.750853988758;Claremont Meadows Youth Centre Myrtle Rd
6934;-33.768458790463;150.748806716946;Sunflower Dr Near Mistletoe Av
6935;-33.7063878377188;150.985834148385;Ridgecrop Dr At Chainmail Cr
6936;-33.7095619990481;150.987156247013;Ridgecrop Dr After Lancelot Ct
6937;-33.7121651771132;150.988301062739;Ridgecrop Dr At Knightsbridge Pl
6938;-33.7142394441705;150.991588740214;Ridgecrop Dr After Galahad Cr
6939;-33.73769880307;151.009512663499;Cecil Av At Bonnefin Pl
6941;-33.7311804442654;151.007127558224;Castle Hill Interchange, Old Castle Hill Rd, Stand B
6942;-33.7644749872951;150.713996771231;Jamison Rd Near Stapley St
6943;-33.7993674259821;151.054138066961;Kissing Point Rd Near Silverwater Rd
6944;-33.7989084355747;151.053026310462;Kissing Point Rd Near Quarry Rd
6945;-33.9119063836734;151.119814171499;Canterbury Rd Near Tincombe St
6946;-33.7987179479455;151.050599717543;Kissing Point Rd Near Dorahy St
6947;-33.7991884847304;151.052456715609;Kissing Point Rd Near Spurway St
6948;-33.8824391468529;151.249173308643;Arthur St Opp Carlotta Rd
6949;-33.8816696798259;151.250582607386;Bellevue Rd Near Arthur St
6950;-33.8857570568983;151.248322632894;Suttie Rd Near Cooper Park
6951;-33.8841753513271;151.248989472092;Suttie Rd Near Ranfurley Rd
6952;-33.8839812039013;151.248871803567;Suttie Rd Opp Ranfurley Rd
6953;-33.8857641344259;151.24811773001;Suttie Rd Opp Cooper Park
6954;-33.8814710114854;151.250335087181;Arthur St Near Bellevue Rd
6955;-33.8824533567257;151.249022780259;Arthur St Near Carlotta Rd
6956;-33.8835578987466;151.253819960619;Bellevue Rd Near Fairweather St
6957;-33.8821327281279;151.251783071083;Bellevue Rd Near Bulkara Rd
6960;-33.8040249792935;151.005700347065;Church St Before Pennant Hills Rd
6961;-33.5006405663128;151.325328589359;Trafalgar Av Near Mcmasters Rd
6962;-33.5027552887355;151.324885505503;Trafalgar Av Near Balaclava Av
6963;-33.4990721310381;151.319163782745;Dunban Rd Near Ocean Beach Rd
6964;-33.4996042589296;151.319921523977;Ocean Beach Rd Near Dunban Rd
6965;-33.5003375895328;151.321624884992;Mcmasters Rd Near Ross St
6966;-33.5003633514239;151.323723190587;Mcmasters Rd Near Carrington Av
6967;-33.4958153901625;151.310764617843;Railway St Near Macarthur Pde
6968;-33.4985336232028;151.315749553091;Dunban Rd Near Moana St
6969;-33.4987940824592;151.317579894552;Dunban Rd Near Angler St
7000;-33.8859105868367;151.039986247781;Joseph St Near Cutcliffe Av
7001;-33.8638353592911;151.042984135799;Bridge St At New St E
7003;-34.096786460475;150.808346584394;200M East St Helens Park Drve
7004;-33.8807803822962;151.217526591503;Oxford St Near Darlinghurst Rd
7005;-33.7949305497107;151.268901336062;Sydney Rd Near Hill St
7006;-33.8794723621724;151.221512952461;Burton St Near St Vincent's Hospital
7007;-33.8808370582549;151.217713025769;Oxford St Near Darlinghurst Rd
7008;-33.8789868683021;151.218594025623;Burton St Near Forbes St
7009;-33.8793108615443;151.220705623423;Burton St Near Hardie St
7010;-34.0077586901215;151.010052422613;Bradman Rd Near Davidson Rd
7011;-33.8757449889448;151.214340353091;Stanley St Near Yurong St
7012;-33.8760074550831;151.21614637584;Stanley St Near Crown St
7013;-34.0113253856064;151.005957249702;Menai Public School Hall Dr
7015;-33.7875476715518;151.273433046005;Kenneth Rd Near Addiscombe Rd
7016;-34.0078160238493;151.010780036912;Old Illawarra Rd At Bradman Rd
7017;-34.0051404331697;151.013521158914;Old Illawarra Rd Near Rosewall Dr
7019;-33.7946119373763;151.265615755704;Sydney Rd Near Condamine St
7021;-33.9497238283392;151.027337321675;Sphinx Av Near Pyramid Av
7022;-33.9506871141126;151.025987990709;Sphinx Av After Doyle Rd
7023;-33.7284593001839;151.03199854721;County Dr Opp John Rd
7024;-33.9481604992294;150.859520763061;Blue Hills Village, Tulich Av
7026;-33.7399415113806;151.167642590517;Yarrabung Rd Opp St Ives High School
7036;-33.9563948550928;151.024213593321;Uranus Rd Near Virginius St
7037;-33.9126676402288;151.14114044823;Bayley St Near Ewart St
7041;-33.719320502751;150.930467291404;Stanhope Pwy Before Blacksmith Cl
7042;-33.7203771432236;150.932089924241;Stanhope Pwy After Blacksmith Cl
7043;-33.7199775086465;150.928513108683;Majestic Dr Near Bowenia Ct
7045;-33.7227486242236;150.919020287384;Sentry Dr After Phoenix Av
7046;-34.045170044244;151.051226701767;Loftus Station, Platform 1
7047;-33.7409916364663;151.161362680023;Eucalyptus St After Lynbara Av
7050;-33.9350204749108;151.070230395392;Roselands Shopping Centre
7052;-33.8353591013165;150.945875129436;36 Tulip St
7053;-33.8354605762195;150.94805020358;Macquarie Rd Near Tulip St
7054;-33.8355953392684;150.943564420093;Carnation St Near Gardenia Pde
7055;-33.7377428927598;151.167913543381;Yarrabung Rd At Torokina Av
7056;-33.8307091336074;150.94897594972;Cumberland Rd Near Rosewall St
7057;-33.8342941660746;150.958837531835;Cumberland Hwy Near Paton St
7058;-33.8338565586527;150.947771182155;Macquarie Rd Near Bayfield Rd
7059;-33.8323314620216;150.948122070127;Bayfield Rd Near Milton Pl
7060;-33.7339216761173;151.037722329372;Neale Av Before Franklin Rd
7061;-33.835502711427;150.940547501112;Gardenia Pde Near Hyacinth St
7062;-33.835690765002;150.942273040175;Gardenia Pde Near Carnation St
7063;-33.7329438315347;151.037040157808;Franklin Rd At John Rd
7064;-33.9081006858713;150.984006474811;Amaroo Av Before Flinders Rd
7065;-33.9127001813033;150.98360479594;Birdwood Rd Before Georges Cr
7066;-33.9040058691943;150.994406060243;Rex Rd Before McCahons Av
7067;-33.930466800561;151.067883927875;Canterbury Rd Opp Renown Av
7070;-33.8387541423045;151.250655452364;Morella Rd Terminus
7079;-33.948343033718;151.206797168676;Swinbourne St Near Trevelyn St
7080;-33.9486158433176;151.209091750583;Swinbourne St Near Stephen Rd
7081;-33.9428702344194;151.212170447377;Page St Near Collins St
7082;-33.9589553228129;151.222068421532;Beauchamp Rd Near Denison St
7083;-33.9601319174278;151.220602093613;Beauchamp Rd Near McPherson St
7084;-33.9618674722012;151.216762951151;Botany Rd After Foreshore Rd
7085;-33.9604704893356;151.212574319539;Botany Rd After Exell St
7086;-33.9596934520315;151.21053564526;Botany Rd Near Excell St
7087;-33.9577453578878;151.207174210845;Botany Rd Opp Dent St
7088;-33.9563187766387;151.205946977062;Botany Rd Near Stephen Rd
7089;-33.9128793470485;151.178823104415;Princes Hwy Near Victoria St
7090;-33.9283368950031;151.255086918904;Arden St Near Malabar Rd
7091;-33.9110462627217;151.18026799436;Princes Hwy Opp Short St
7093;-33.8680727358081;151.212115687192;Martin Place Station, Macquarie St, Stand A
7094;-33.9171839222083;151.043344584481;Wattle St Before Stacey St
7095;-33.9334855003371;151.257829495014;Malabar Rd Near Nymboida St
7096;-33.8675536856848;151.210696853217;Martin Place Station, Elizabeth St, Stand F
7097;-33.9120871195402;151.042152436848;Stacey St At Milton St
7098;-33.8811458483028;151.206590905323;Pitt St Opp Barlow St
7099;-33.8792048928335;151.207230042111;Pitt St At Campbell St
7100;-33.917123288847;151.050388458972;Noble Av At Wattle St
7101;-33.9144076485381;151.050767715463;Noble Av Before Old Kent Rd
7102;-33.9143742604224;151.050960668407;Noble Av After Old Kent Rd
7103;-33.9407516984284;151.232399513136;Maroubra Rd Near Hinkler St
7104;-33.9411402904891;151.234980743462;Maroubra Rd Near Hannan St
7106;-33.9255230870932;151.248656551;Oberon St Near Hendy St
7107;-33.9432137899971;151.239386078713;Anzac Pde Near Wise St
7108;-33.9457431510276;151.239976554492;Anzac Pde Near Fitzgerald Av
7109;-33.9380830949897;151.238201684317;Anzac Pde Near Gale Rd
7110;-33.9409152957344;151.238893588449;Anzac Pde Near Piccadilly Pl
7112;-33.9369381541094;151.237961091851;Anzac Pde Near Storey St
7113;-33.9416208807407;151.238550272674;Maroubra Rd After Anzac Pde
7114;-33.9349094752194;151.237482084287;Anzac Pde Near Snape St
7121;-33.8393837284854;151.247555557807;Thompson St Near Burrawong Av
7123;-33.926659660824;151.097329885181;Kingsgrove Rd Near Moncur Av
7124;-33.9144878053334;151.086468498756;Burwood Rd Near Lakemba St
7125;-33.9201415472028;151.089592188267;Burwood Rd Near Leylands Pde
7126;-33.9178989327458;151.088479739706;Burwood Rd Near Bridge Rd
7127;-33.9233110722805;151.090468060308;Burwood Rd Near Wilson Av
7128;-33.9221476763004;151.089958414189;Burwood Rd Near Chalmers St
7129;-33.733934564153;150.71216079379;Greygums Rd Near Graygums Rd
7130;-33.6423834972619;150.867684014679;Vineyard Caravan Park, Commercial Rd
7131;-33.6488264890743;150.85126064352;Wallace Rd Near Bandon Rd
7132;-33.6494392978267;150.851837504332;Wallace Rd Near Bandon Rd
7133;-33.6386704755972;150.849816602253;Windsor Rd Opp Latona Av
7134;-33.8527093452375;151.15625273644;Victoria Rd Near Edwin St
7136;-33.8547447941976;151.158144200307;Victoria Rd At Day St
7140;-33.856437773744;151.159770733325;Victoria Rd Near Park Av
7145;-33.8469606625494;151.151989233802;Victoria Rd Near Wolseley St
7147;-33.7963888599774;151.28268971224;Sydney Rd Near Ivanhoe Park
7149;-33.8506565970781;151.154338929786;Victoria Rd Before Lyons Rd
7151;-33.8894419752195;151.283130007435;Campbell Pde Terminus
7152;-33.7254553670596;150.712722740464;McHenry Rd Near Nevell Pl
7153;-33.7263381803012;150.695331552138;Cranebrook Rd Near Waterside Bvd
7154;-33.8897378226385;151.280584467047;Campbell Pde Near Ramsgate Av
7155;-33.7271055514982;150.707897279919;McHenry Rd Near Greygums Rd
7156;-33.7262004370925;150.711622402396;McHenry Rd Opp Greenhalg Rd
7157;-33.8943777725753;151.273070378072;Campbell Pde Near Francis St
7158;-33.8926359487314;151.272896920238;Campbell Pde Near Lamrock Av
7159;-33.7248331670615;150.6977367928;Waterside Bvd After Jabiru Way
7160;-33.8873534915181;151.283597984033;Military Rd Near Wallis Pde
7161;-33.8860988018309;151.284183318026;Military Rd Near Blair St
7162;-33.7754092758895;151.168855245967;Lindfield Station, Pacific Hwy
7163;-33.7781354641609;151.169235703611;Pacific Hwy Before Strickland Av
7164;-33.7735020928276;151.166637258746;Pacific Hwy Opp Holy Family School
7165;-33.7730242461145;151.16398156468;St Davids Uniting Church, Pacific Hwy
7166;-33.7735983507111;151.166188785106;Holy Family School, Pacific Hwy
7167;-33.7732854100675;151.165051549286;Pacific Hwy After Highfield Rd
7171;-33.7012957078098;150.559776424912;Ferguson Rd Opp Ambulance Station
7172;-33.7110326353982;151.104918715674;Waitara Station, Pacific Hwy
7173;-33.709027237619;151.100467503206;Pacific Hwy At James St
7174;-33.7027116845019;150.562552250481;Homedale St After Springwood Av
7175;-33.7110872126071;151.104091139056;Waitara Station, Yardley Av
7176;-33.7109738453184;151.10397792174;Waitara Station, Yardley Av
7177;-33.7055922811554;151.099172002676;Pacific Hwy At Edgeworth David Av
7178;-33.7132537297366;151.103428874574;Our Lady Of The Rosary Catholic School, Yardley Av
7179;-33.7112121762586;151.096539214728;Neutral Rd At Hall Rd
7180;-33.7106216511403;151.094786084585;Hall Rd Before Innes Av
7181;-33.7131745555281;151.103371193101;Yardley Av Opp Our Lady Of The Rosary Catholic School
7182;-33.7123722755844;151.096335633608;Neutral Rd Opp Clarke Road School
7183;-33.7115964008252;150.558864693352;Bee Farm Rd At Yondell Av
7184;-34.0790035647793;150.836518544654;Georges River Rd (Peppin Cr)
7185;-33.7129026564971;150.556697060024;Rifle Range Turnaround Bee Farm Rd
7186;-33.7094321749032;150.560155654413;77 Bee Farm Rd
7187;-33.707380936251;150.561278685;51 Bee Farm Rd
7188;-34.0590044106312;150.754444270172;Welling Dr After Butterfield Dr
7189;-34.0586714395657;150.751776863878;Welling Dr (Persoonia Cl)
7190;-34.0534360639544;150.771174605352;Narellan Rd (Mt Annan Dr - Tims Garden Centre)
7191;-34.0499930722713;150.764147312382;Narellan Rd (Mt Annan Footbridge - Mt Annan Side)
7192;-33.5860843219874;150.859179882854;Pitt Town Village Shops, Eldon St
7193;-34.0523069411885;150.764509557437;Welling Dr - No.331
7194;-34.0545364049634;150.764391713295;Welling Dr - No.303
7195;-34.0570648752865;150.762457324279;Welling Dr (Rose Dr)
7196;-34.0588495723996;150.76156183659;Welling Dr (Opp.Hines Pl)
7197;-34.0599520529398;150.757636921837;Welling Dr (Wandarrah Res)
7198;-33.8533400256713;150.885702157768;The Horsley Dr Near Gallipoli St
7199;-33.8762626871008;150.903412056787;Canley Vale Rd Near Bulls Rd
7200;-33.8757545498135;150.901249822783;Cardinal Stepinac Nursing Home Brisbane Rd
7201;-33.8777605093621;150.898802393041;Brisbane Rd Near Kedron Pl
7202;-33.8694806217276;150.874508311261;Bossley Park High School Prairie Vale Rd
7203;-33.8692196671143;150.872778879939;Prairie Vale Rd Near Glen Davis Av
7204;-33.868937623319;150.8705731883;Prairie Vale Rd Near Dalpra Cr
7205;-33.8525805684369;150.880926292242;The Horsley Dr Near Cowpasture Rd
7206;-33.8672840990446;150.877584835866;Prairie Vale Rd Near Glen Logan Rd
7207;-33.8686576505449;150.876890852747;Prairie Vale Rd Near Coolatai Cr
7208;-33.8333267488159;151.249976040205;Middle Head Rd Opp Gordon St
7209;-33.8332699926559;151.246399683264;Middle Head Rd Near King Max St
7210;-33.82804107767;151.260574282658;Middle Head Rd Near Chowder Bay Rd
7211;-33.8321239531073;151.257927058063;Middle Head Rd 200m N Of Cobbitteee St
7212;-33.8336016982992;151.256359440904;Middle Head Rd Near Cobbittee St
7213;-33.8340156047039;151.25350818874;Middle Head Rd Near Markham Cl
7214;-33.8338161861992;151.253282368087;Middle Head Rd Near Kahibah Rd
7215;-33.8329958290696;151.256944735271;Middle Head Rd Near Cobbittee St
7216;-33.8317896766257;151.257953638;Middle Head Rd 250m N Of Cobbitteee St
7217;-33.8278342939505;151.261082188028;Middle Head Rd Near Chowder Bay Rd
7218;-33.7322161682986;151.273271011392;Carrington Av Near Toronto Av
7219;-33.7342941175149;151.272845819467;Carrington Av Near Washington Av
7220;-33.7351696465795;151.273579455779;Grover Av Near Carcoola Rd
7221;-33.7380780805622;151.273368061259;Carcoola Rd Near Cromer Primary
7222;-33.7393214770245;151.273106303302;Carcoola Rd Near Carawa Rd
7223;-33.7404206021138;151.279599139357;Carawa Rd Near Tennyson Rd
7224;-33.7429877863962;151.281430840159;Tennyson Rd Opp Prescott Av
7225;-33.8352486749119;151.207673261907;Miller St Near McLaren St
7226;-33.8326885660047;151.208238562539;Miller St At Ridge St
7227;-33.8409045243018;151.206687646757;North Sydney Station, Blue St, Stand A
7228;-33.8394455280049;151.206670016177;Miller St Before Pacific Hwy
7229;-33.8409327659789;151.206915778328;North Sydney Station, Blue St, Stand B
7230;-33.8408849957255;151.207258949574;North Sydney Station, Blue St, Stand F
7231;-33.8410437356568;151.20762305719;North Sydney Station, Blue St, Stand D
7232;-33.8307269017866;151.208692868029;Miller St Near Carlow St
7233;-33.8292025138521;151.209006687003;Miller St Near Falcon St
7235;-33.8148878796706;151.164965466388;Burns Bay Rd Near Bridge St
7236;-33.8052577013755;151.15958715205;Mowbray Rd West Near Mindarie St
7237;-33.8046124551551;151.146927978001;Epping Rd 400m E Of Mowbray Rd
7238;-33.8196640923911;151.1510667908;Burns Bay Rd Near Cope St
7239;-33.8123528297625;151.171448307472;Lane Cove Interchange, Longueville Rd - Stand A
7240;-33.8219711776003;151.164391838906;Yallambee Rd Near Tambourine Bay Rd
7241;-33.8361100663223;151.169386632436;Longueville Wharf
7242;-33.8201559016854;151.159186867906;Sofala Av Near College Rd
7244;-33.8608003439258;151.045130616592;John St Opp Ann St
7245;-33.8567592861243;151.046084593716;John St Near Noora St
7246;-33.8633956136864;151.045123590956;Lidcombe Station, Church St, Stand A
7247;-33.8620348685955;151.04485409924;Lidcombe John St Near Mary St
7248;-33.8601608774362;151.045122015217;John St At Childs St
7249;-33.8547193653354;151.047014238341;John St Near Calool St
7250;-33.8571830557032;151.045802203071;John St Near Noora St
7252;-33.4972006322541;151.347890074699;Helmsman Bvd Opp Salacia Cl
7253;-33.4989743771121;151.348946744325;Helmsman Bvd Opp Barracouta Av
7254;-33.883709971726;151.024379012419;Regents Park Library Amy St
7255;-33.8831609939057;151.023532114192;Park Rd Opp Regents Park Station
7257;-33.8849074295977;151.023581820911;Regents Park Public School Auburn Rd
7259;-33.7548595261707;150.750004811069;Heavey St Near Lethbridge Av
7260;-33.7457388735463;150.74884131375;Ovens Dr Near Henry Lawson Av
7261;-33.7461029996881;150.747239022982;Ovens Dr Near John Batman Av
7262;-33.7464610482867;150.746132690231;John Batman Av At Lockyer Av
7263;-33.7570124410474;150.742621842782;Burton St Before Victoria St
7264;-33.7546020890269;150.743056396146;Burton St Before Lack Pl
7265;-33.7542625373404;150.746224301828;Werrington Public School Heavey St
7266;-33.4969679304407;151.347846159766;Helmsman Bvd At Salacia Cl
7267;-33.7574268493583;150.754184251518;Werrington Post Office Victoria St
7268;-33.7568244256944;150.75058678179;Colonial Hotel Victoria St Near Lethbridge Av
7269;-33.4960469804337;151.345595611286;Helmsman Bvd Before Nautilus Cr
7270;-33.9142952647655;151.191752450676;Bourke Rd Opp Doody St
7271;-33.9119397344529;151.193981926894;Bourke Rd Before Huntley St
7272;-33.9175669893051;151.18881127006;Bourke Rd 300m N Of Gardeners Rd
7273;-33.9164321158721;151.189857960502;Bourke Rd 300m S Of Doody St
7276;-33.9107549065396;151.194907163214;Huntley St Near Bourke Rd
7277;-33.9112233262137;151.197285942116;Collins St Near O'Riordan St
7279;-33.9101850332973;151.195765306421;Bourke Rd Near Collins St
7280;-33.9089809935159;151.195933131467;Maddox St After Bourke Rd
7281;-33.7760358123916;151.119966008071;Macquarie Centre - Stand E
7282;-33.7768716633076;151.109237899992;Balaclava Rd At Hadenfield Av
7283;-33.7771401963718;151.111721614523;Macquarie University, University Av - Stand D
7284;-33.7769256753163;151.110049718725;Balaclava Rd After University Av
7286;-33.7640107950509;150.913347896576;Sackville T-Way
7287;-33.7643973742065;150.913376283469;Sackville T-Way
7288;-33.756947507765;150.914720183232;Bessemer T-Way
7289;-33.7584854076516;150.91453127555;Bessemer T-Way
7290;-33.7382040480904;151.165466205855;Horace St After Amesbury Av
7291;-33.7242697732138;151.169600945249;Mona Vale Rd After Douglas St
7292;-33.7484415296869;150.916404172083;Vardys, T-Way
7293;-33.7488807282505;150.916478105189;Vardys T-Way
7294;-33.7191035502368;151.172898070165;Ayres Rd After Mona Vale Rd
7295;-33.7192381160715;151.172915374546;Ayres Rd At Eden Vale Cl
7296;-33.7427653760182;151.173657322781;50 Hunter Av
7297;-33.7406672239988;151.167764027821;Waterhouse Av At Yarrabung Rd
7298;-33.7690802166212;150.91261839831;Devitt T-Way
7299;-33.7687150544924;150.912483088385;Devitt T-Way
7311;-33.9339129278835;151.089754260969;Moorefields Rd Before Glamis St
7312;-33.9303951219558;151.097984674626;Moorefields Rd Before Kingsgrove Rd
7313;-33.9351667156983;151.086733460406;Moorefields Rd Near Bykool Av
7314;-33.9331622427952;151.100387471465;Shackel Av Near Homer St
7315;-33.93260091165;151.099387659201;Kingsgrove Rd Near Homer St
7316;-33.9333777004332;151.103381286361;Homer St Near Pangee St
7318;-33.9329240760813;151.107521187886;Homer St Near Killara Av
7319;-33.9332650041484;151.10486760353;Homer St Near Rosemeath Av
7331;-33.846454839892;151.186335679594;Birchgrove Wharf
7332;-33.8547074615703;151.186350211528;Balmain Wharf
7345;-33.8436712695976;151.12817123439;Abbotsford Wharf
7346;-33.9847769714039;151.14002207818;Ampol Service Station Margate St
7347;-33.7861601537949;150.68510217891;Surveyors Creek Rd And Muru Dr
7358;-33.8420930044071;151.180799336232;Greenwich Point Wharf
7370;-33.7571653895945;151.040313018197;Eaton Rd At Oakes Rd
7372;-33.7601700000753;151.033862711773;Westmore Dr At Kylie Cr
7373;-33.7402150677058;151.047767762532;New Line Rd At Victoria Rd
7374;-33.7590094069966;151.039310095746;Westmore Dr Near Betts Pl
7375;-33.7596649684292;151.035802433388;Westmore Dr Near Robyne Pl
